match_id,team1,team2,venue,first_innings_team,is_team1_batting_first,home_advantage,h2h_win_rate,recent_form_t1,recent_form_t2,team1_overall_win_rate,team2_overall_win_rate,avg_score_venue,toss_venue_win_rate,venue_win_rate_t1,venue_win_rate_t2,t1_top_batsmen_avg,t2_top_batsmen_avg,t1_top_bowler_econ,t2_top_bowler_econ,team1_won
1514,West Indies,Zimbabwe,Sir Vivian Richards Stadium,Zimbabwe,0,0,0,0.6,0.118,0.447,0.118,160.9,0.489,0.5285,0.5,17.3,9.75,10.44,7.25,1
1496,South Africa,Pakistan,SuperSport Park,Pakistan,0,0,0.4,0.4,0.5,0.604,0.587,160.9,0.487,0.5285,0.5,18.2,13.25,6.94,6.98,0
1515,West Indies,Zimbabwe,Sir Vivian Richards Stadium,West Indies,1,0,0.5,0.6,0.111,0.458,0.111,160.9,0.487,0.333,0.5,18.2,11.2,10.18,7.25,1
1487,England,New Zealand,Kennington Oval,New Zealand,0,0,0.778,0.5,0.2,0.509,0.431,156.1,0.538,0.5,0.5,12.2,11,8.64,12,0
1529,West Indies,Pakistan,Arnos Vale Ground,West Indies,1,0,1,0.7,0.6,0.469,0.594,160.9,0.493,0.5285,0.5,17.65,13.1,11,6.98,0
1530,West Indies,Pakistan,Arnos Vale Ground,Pakistan,0,0,0.5,0.7,0.7,0.46,0.6,160.9,0.491,0.5285,0.5,17.65,13.1,11,6.98,0
1520,Sri Lanka,South Africa,R Premadasa Stadium,South Africa,0,0,0,0.6,0.4,0.58,0.593,152.7,0.529,0.167,0,25.1,18.35,6.94,6.98,0
1521,Sri Lanka,South Africa,Mahinda Rajapaksa International Cricket Stadium,South Africa,0,0,0,0.6,0.5,0.569,0.6,121.4,0.8,0.5,0.5,25.1,16.68,6.94,6.98,0
1522,Sri Lanka,South Africa,Mahinda Rajapaksa International Cricket Stadium,South Africa,0,0,0,0.6,0.5,0.558,0.607,125.3,0.833,0.4,1,25.1,18.95,6.94,6.98,1
1538,Zimbabwe,Pakistan,Harare Sports Club,Pakistan,0,0,0,0.1,0.7,0.143,0.606,150,0.5,0,0.5,18.22,13.1,8.82,6.98,0
1539,Zimbabwe,Pakistan,Harare Sports Club,Pakistan,0,0,0,0.1,0.7,0.136,0.612,151.6,0.571,0,1,18,13.1,8.95,6.98,0
1489,England,Australia,The Rose Bowl,Australia,0,0,0.429,0.4,0.5,0.492,0.492,160.9,0.498,0.5285,0.5,12.7,16.11,8.64,7.19,0
1490,England,Australia,Riverside Ground,England,1,0,0.375,0.4,0.5,0.483,0.5,160.9,0.5,0.5285,0.5,12.7,16.18,8.64,7.19,1
1531,India,Australia,Saurashtra Cricket Association Stadium,Australia,0,0,0.429,0.6,0.4,0.524,0.492,160.9,0.502,0.5285,0.5,25.1,17.04,6.94,7.36,1
1534,Pakistan,South Africa,Dubai International Cricket Stadium,Pakistan,1,0,0.667,0.7,0.4,0.618,0.596,134.4,0.45,0.6,0.5,13.1,19.2,6.98,6.98,0
1535,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,0,0,0.571,0.7,0.5,0.609,0.603,132.7,0.429,0.545,0.5,13.1,22.03,6.98,6.98,0
1540,Canada,Ireland,Sheikh Zayed Stadium,Ireland,0,0,0,0.143,0.7,0.143,0.55,160.9,0.502,0.5285,0.5,25.1,11.3,6.94,6.16,0
1583,South Africa,Pakistan,New Wanderers Stadium,South Africa,1,0,0.5,0.6,0.6,0.61,0.6,169.1,0.474,0.727,0.667,21.72,13.1,6.94,6.98,1
1551,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,New Zealand,0,0,0.364,0.6,0.4,0.566,0.441,161.6,0.571,0.625,0.167,25.1,11,6.94,12,1
1542,Netherlands,Scotland,ICC Academy,Scotland,0,0,1,0.4,0.222,0.455,0.222,160.9,0.505,0.5285,0.5,7,5.2,9.49,8.43,0
1584,South Africa,Pakistan,Newlands,Pakistan,0,0,0.556,0.7,0.6,0.617,0.592,141.2,0.2,0.667,0.5,22.39,13.1,6.94,6.98,0
1545,Netherlands,Scotland,Sheikh Zayed Stadium,Scotland,0,0,0.5,0.4,0.3,0.462,0.3,135.4,0.4,0.5285,0.5,7,7.96,8.68,8.6,1
1536,Pakistan,Sri Lanka,Dubai International Cricket Stadium,Sri Lanka,0,0,0.6,0.6,0.6,0.597,0.574,133.5,0.455,0.5,0.5,13.1,24.5,6.98,6.98,1
1537,Pakistan,Sri Lanka,Dubai International Cricket Stadium,Sri Lanka,0,0,0.636,0.7,0.5,0.603,0.564,134,0.435,0.538,0.5,20.07,24.5,6.98,6.98,0
1546,New Zealand,West Indies,Eden Park,New Zealand,1,0,0.167,0.4,0.6,0.435,0.451,163.9,0.444,0.333,0.5,11,16.6,12,11,1
1547,New Zealand,West Indies,Westpac Stadium,West Indies,0,0,0.286,0.5,0.6,0.443,0.442,143,0,0.4,0.5,11,14.25,7.53,12.21,1
1523,Australia,England,Bellerive Oval,Australia,1,0,0.444,0.3,0.4,0.484,0.492,160.9,0.51,0.5285,0.5,17.04,12.7,7.36,8.64,1
1524,Australia,England,Melbourne Cricket Ground,England,0,1,0.5,0.3,0.4,0.492,0.484,137,0.667,0.667,0.5,17.04,12.1,7.51,8.64,1
1525,Australia,England,Stadium Australia,Australia,1,0,0.545,0.3,0.4,0.5,0.476,160.9,0.51,0.5285,0.5,17.04,11.55,7.56,8.64,1
1587,West Indies,Ireland,Sabina Park,West Indies,1,0,0.5,0.6,0.7,0.434,0.571,160.9,0.511,0.5285,0.5,14.6,9.05,12.21,6.35,0
1588,West Indies,Ireland,Sabina Park,West Indies,1,0,0.333,0.5,0.7,0.426,0.591,160.9,0.51,0.5285,0.5,15.35,8.3,12.21,6.36,1
1526,West Indies,England,Kensington Oval,West Indies,1,0,0.667,0.5,0.3,0.436,0.469,156.6,0.75,0.75,1,15.25,10.35,12.21,8.64,1
1527,West Indies,England,Kensington Oval,England,0,0,0.7,0.5,0.2,0.446,0.462,157.6,0.769,0.8,0.75,15.95,10.3,12.21,8.64,1
1532,South Africa,Australia,Kingsmead,South Africa,1,0,0.444,0.6,0.4,0.607,0.507,149.7,0.556,0.667,0.5,22.21,17.64,6.94,7.66,0
1528,West Indies,England,Kensington Oval,England,0,0,0.727,0.5,0.2,0.456,0.455,157.2,0.714,0.833,0.6,15.3,10.3,11.64,8.64,0
1533,South Africa,Australia,SuperSport Park,South Africa,1,0,0.4,0.6,0.5,0.597,0.515,160.9,0.511,0.667,0.5,23.05,17.64,6.94,7.66,0
1554,Netherlands,UAE,Sylhet Stadium,UAE,0,0,0.5,0.4,0.5,0.5,0.5,153.9,0.511,0.5285,0.5,7,11.36,8.68,6,1
1553,Ireland,Zimbabwe,Sylhet Stadium,Zimbabwe,0,0,0.5,0.6,0.1,0.565,0.13,153.9,0.511,0.5285,0.5,5.15,19.22,6.17,8.78,1
1556,Netherlands,Zimbabwe,Sylhet Stadium,Netherlands,1,0,0.5,0.5,0.1,0.533,0.125,153.9,0.506,0.5285,0.5,7,17.97,9.23,8.16,0
1557,Ireland,UAE,Sylhet Stadium,UAE,0,0,0.5,0.6,0.5,0.583,0.5,153.9,0.506,0.5285,0.5,7.2,14.24,6.01,7.59,1
1558,UAE,Zimbabwe,Sylhet Stadium,UAE,1,0,0.5,0.5,0.2,0.5,0.16,153.9,0.503,0.5285,0.5,13.07,18.17,5.85,7.59,0
1559,Ireland,Netherlands,Sylhet Stadium,Ireland,1,0,1,0.6,0.4,0.6,0.5,153.9,0.503,0.5285,0.5,7.4,7,5.92,9.29,0
1560,India,Pakistan,Shere Bangla National Stadium,Pakistan,0,0,0.6,0.6,0.6,0.535,0.595,160.9,0.503,0.5285,0.5,25.1,22.73,6.94,6.98,1
1561,South Africa,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Sri Lanka,0,0,0.75,0.5,0.7,0.587,0.586,160.9,0.498,0.5285,0.5,22.85,24.5,6.94,6.98,0
1562,England,New Zealand,Zahur Ahmed Chowdhury Stadium,England,1,0,0.636,0.2,0.5,0.463,0.451,160.9,0.498,0.5285,0.5,8.53,12.5,8.64,8.33,0
1564,India,West Indies,Shere Bangla National Stadium,West Indies,0,0,0.333,0.7,0.4,0.545,0.448,159.6,0.6,0.5285,0.5,25.1,15.05,6.94,11.38,1
1563,Australia,Pakistan,Shere Bangla National Stadium,Pakistan,0,0,0.364,0.6,0.5,0.522,0.587,159.6,0.6,0.5285,0.5,17.64,22.33,7.38,7.1,0
1566,Netherlands,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Netherlands,1,0,0.5,0.5,0.7,0.529,0.593,150,0.5,0.5285,1,5,24.5,9.64,6.98,0
1565,New Zealand,South Africa,Zahur Ahmed Chowdhury Stadium,South Africa,0,0,0.273,0.6,0.5,0.458,0.578,150,0.5,0.5285,0.5,12.5,22.55,8.33,6.98,0
1569,England,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Sri Lanka,0,0,0.25,0.2,0.7,0.456,0.6,138.6,0.5,0.5285,1,8.53,24.5,8.64,6.98,1
1568,Netherlands,South Africa,Zahur Ahmed Chowdhury Stadium,South Africa,0,0,0.5,0.5,0.5,0.5,0.585,138.6,0.5,0.5285,0.5,5,22.55,9.64,6.98,0
1570,Australia,West Indies,Shere Bangla National Stadium,Australia,1,0,0.5,0.6,0.4,0.514,0.45,161.1,0.625,0.5285,0.5,17.17,15.05,7.38,11.38,0
1572,Netherlands,New Zealand,Zahur Ahmed Chowdhury Stadium,Netherlands,1,0,0.5,0.4,0.6,0.474,0.452,144.3,0.5,0.5285,0.5,5,12.5,9.31,8.33,0
1573,England,South Africa,Zahur Ahmed Chowdhury Stadium,South Africa,0,0,0.375,0.3,0.5,0.464,0.591,144.3,0.5,0.5285,0.667,8.53,22.55,8.64,6.98,0
1575,Australia,India,Shere Bangla National Stadium,India,0,0,0.5,0.6,0.8,0.507,0.565,160.5,0.5,0.5285,1,17.77,24.5,7.6,6.98,0
1576,England,Netherlands,Zahur Ahmed Chowdhury Stadium,Netherlands,0,0,0,0.3,0.4,0.457,0.45,149.2,0.5,0.333,0,8.53,5,8.64,9.09,0
1577,New Zealand,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Sri Lanka,0,0,0.417,0.6,0.7,0.459,0.59,149.2,0.5,0.667,0.8,11.88,24.5,7.75,6.98,0
1579,Pakistan,West Indies,Shere Bangla National Stadium,West Indies,0,0,0.667,0.5,0.5,0.597,0.459,162.8,0.583,0.75,0.6,22.33,15.05,7.1,11.38,0
1580,Sri Lanka,West Indies,Shere Bangla National Stadium,Sri Lanka,1,0,0.8,0.8,0.6,0.597,0.468,162.4,0.571,0.5285,0.667,25.1,15.05,6.94,10.47,1
1581,India,South Africa,Shere Bangla National Stadium,South Africa,0,0,0.714,0.8,0.6,0.574,0.597,162.2,0.6,1,0.5,25.1,23.05,6.94,6.98,1
1582,India,Sri Lanka,Shere Bangla National Stadium,India,1,0,0.6,0.8,0.8,0.583,0.603,162.8,0.562,1,0.5,25.1,24.5,6.94,6.98,0
1549,England,Sri Lanka,Kennington Oval,Sri Lanka,0,0,0.4,0.2,0.8,0.451,0.609,148.8,0.533,0.375,0.5,8.53,24.5,8.64,6.98,0
1592,West Indies,New Zealand,Windsor Park,West Indies,1,0,0.25,0.6,0.6,0.46,0.453,160.9,0.503,0.5285,0.5,15.05,10.8,10.88,8,0
1593,West Indies,New Zealand,Windsor Park,West Indies,1,0,0.222,0.6,0.6,0.453,0.461,160.9,0.501,0.5285,0.5,15.05,11,10.88,9.59,1
1548,England,India,Edgbaston,England,1,0,0.571,0.2,0.7,0.444,0.571,160.9,0.501,0.5285,0.5,8.53,24.5,8.64,6.98,1
1591,Australia,Pakistan,Dubai International Cricket Stadium,Pakistan,0,0,0.333,0.6,0.4,0.507,0.59,137.2,0.458,0.25,0.5,17.9,22.33,7.59,7.1,1
1600,Australia,South Africa,Adelaide Oval,Australia,1,1,0.636,0.7,0.5,0.514,0.588,156.9,0.501,0.5285,0.5,17.9,22.55,7.59,6.98,0
1601,Australia,South Africa,Melbourne Cricket Ground,South Africa,0,1,0.583,0.6,0.5,0.507,0.594,136,0.571,0.714,0.5,17.9,22.05,7.59,9.33,1
1602,Australia,South Africa,Stadium Australia,South Africa,0,0,0.615,0.6,0.4,0.513,0.586,160.9,0.499,0.667,0.5,17.87,19.55,7.4,8.83,1
1596,New Zealand,Pakistan,Dubai International Cricket Stadium,New Zealand,1,0,0.333,0.6,0.4,0.455,0.582,135.5,0.44,0.5285,0.467,10.86,22.33,8.88,7.1,0
1599,New Zealand,Pakistan,Dubai International Cricket Stadium,New Zealand,1,0,0.3,0.5,0.5,0.449,0.588,135.5,0.423,0,0.5,10.69,22.33,8.65,7.1,1
1589,South Africa,West Indies,Newlands,South Africa,1,0,0.833,0.4,0.5,0.577,0.455,144.4,0.273,0.5,0.5,19.8,14.55,8.83,10.76,0
1590,South Africa,West Indies,New Wanderers Stadium,South Africa,1,0,0.714,0.4,0.5,0.569,0.463,168.2,0.5,0.75,0,20.35,14.55,9.6,10.76,0
1595,South Africa,West Indies,Kingsmead,South Africa,1,0,0.625,0.4,0.6,0.562,0.471,142.7,0.5,0.5,0.5,22.25,14.55,9.6,10.76,1
1613,Pakistan,Zimbabwe,Gaddafi Stadium,Zimbabwe,0,0,1,0.4,0.3,0.573,0.192,160.9,0.493,0.5285,0.5,22.33,16.86,7.1,6.35,1
1614,Pakistan,Zimbabwe,Gaddafi Stadium,Zimbabwe,0,0,1,0.4,0.3,0.578,0.185,160.9,0.492,0.5285,0.5,22.33,17.03,7.1,7.33,1
1632,Ireland,Scotland,Bready Cricket Club,Ireland,1,0,1,0.5,0.3,0.577,0.273,160.9,0.49,0.5285,0.5,7.75,15.99,6.43,8.81,0
1597,England,New Zealand,Old Trafford,England,1,0,0.583,0.3,0.6,0.452,0.456,160.9,0.489,0.5,0.5,7.53,10.61,8.64,8.58,1
1625,Netherlands,Nepal,VRA Ground,Netherlands,1,0,0.5,0.5,0.333,0.476,0.333,160.9,0.49,0.5285,0.5,5,40,8.81,5.78,1
1626,Netherlands,Nepal,Hazelaarweg,Netherlands,1,0,1,0.6,0.25,0.5,0.25,160.9,0.492,0.5285,0.5,5,14.5,6.48,8.17,1
1615,Scotland,UAE,Grange Cricket Club Ground,UAE,0,0,0.5,0.3,0.5,0.333,0.5,160.9,0.496,0.5285,0.5,21.75,15.18,7.72,4.43,1
1616,Scotland,Netherlands,Grange Cricket Club Ground,Netherlands,0,0,0.333,0.4,0.6,0.385,0.522,160.9,0.495,0.5285,0.5,26.83,5.67,7.15,6.28,0
1617,Netherlands,UAE,Grange Cricket Club Ground,UAE,0,0,1,0.6,0.5,0.542,0.5,160.9,0.496,0.5285,0.5,6.39,15.18,6.33,4.43,1
1618,Nepal,Ireland,Civil Service Cricket Club,Nepal,1,0,0.5,0.2,0.4,0.2,0.556,160.9,0.495,0.5285,0.5,10.25,16.5,7.92,7.62,0
1630,Zimbabwe,India,Harare Sports Club,India,0,0,0,0.3,0.7,0.179,0.56,155,0.625,0,0.5,18.65,24.5,7.57,6.98,0
1631,Zimbabwe,India,Harare Sports Club,Zimbabwe,1,0,0,0.3,0.8,0.172,0.569,157.6,0.667,0,1,17.47,24.5,7.48,4.5,1
1624,Ireland,Netherlands,The Village,Ireland,1,0,0.667,0.5,0.6,0.533,0.56,160.9,0.493,0.5285,0.5,12.21,6.39,6.59,6.34,0
1611,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,0,0,0.417,0.9,0.5,0.615,0.583,150.6,0.556,0.143,0.6,25.1,22.47,6.94,7.33,0
1612,Sri Lanka,Pakistan,R Premadasa Stadium,Sri Lanka,1,0,0.385,0.8,0.6,0.606,0.588,151.9,0.579,0.125,0.667,25.1,22.47,6.94,7.23,0
1633,Zimbabwe,New Zealand,Harare Sports Club,New Zealand,0,0,0,0.3,0.5,0.2,0.45,156.3,0.7,0.1,0.5,16.63,12.07,7.29,7.59,0
1608,South Africa,New Zealand,Kingsmead,New Zealand,0,0,0.75,0.5,0.5,0.579,0.457,147.5,0.545,0.6,0.5,23.2,12.07,9.54,7.36,1
1609,South Africa,New Zealand,SuperSport Park,New Zealand,0,0,0.769,0.5,0.4,0.584,0.451,160.9,0.491,0.5,0.5,22.1,12.07,9,7.36,0
1598,England,Australia,Sophia Gardens,England,1,0,0.333,0.4,0.6,0.459,0.519,160.9,0.492,0.5285,0.5,8.01,18.5,8.61,7.36,1
1651,Zimbabwe,Pakistan,Harare Sports Club,Pakistan,0,0,0,0.3,0.6,0.194,0.593,160.1,0.727,0.091,1,17.34,24.53,7.56,7.27,0
1652,Zimbabwe,Pakistan,Harare Sports Club,Pakistan,0,0,0,0.3,0.6,0.188,0.598,158.1,0.75,0.083,1,17.03,25.09,6.56,6.66,0
1640,India,South Africa,Himachal Pradesh Cricket Association Stadium,India,1,0,0.75,0.7,0.5,0.558,0.577,160.9,0.496,0.5285,0.5,16,16.4,5.62,8.71,0
1641,India,South Africa,Barabati Stadium,India,1,0,0.667,0.6,0.5,0.547,0.582,160.9,0.495,0.5285,0.5,13.25,16.4,7.5,8.64,0
1649,Sri Lanka,West Indies,Pallekele International Cricket Stadium,Sri Lanka,1,0,0.833,0.7,0.6,0.597,0.464,160.3,0.533,0.667,0.333,7,14.75,6.94,12,1
1650,Sri Lanka,West Indies,R Premadasa Stadium,West Indies,0,0,0.857,0.7,0.5,0.603,0.457,152.9,0.55,0.111,0.5,7,15.55,10,12,0
1653,UAE,Oman,Sheikh Zayed Stadium,Oman,0,0,0.5,0.5,1,0.5,1,132.9,0.286,0.5285,0.5,15.9,24.5,5.37,6.25,1
1637,England,Pakistan,Dubai International Cricket Stadium,England,1,0,0.7,0.5,0.7,0.467,0.602,135.8,0.444,0.5,0.471,8.01,24.87,8.76,6.47,1
1638,England,Pakistan,Dubai International Cricket Stadium,England,1,0,0.727,0.6,0.7,0.474,0.596,136.7,0.464,0.6,0.444,8.01,24.87,8.76,6.47,1
1644,New Zealand,Sri Lanka,Bay Oval,New Zealand,1,0,0.385,0.5,0.6,0.458,0.594,160.9,0.493,0.5285,0.5,14.83,5,7.11,11.67,1
1645,New Zealand,Sri Lanka,Eden Park,Sri Lanka,0,0,0.429,0.5,0.5,0.464,0.586,166.4,0.5,0.4,0.5,14.83,5,7.19,11.67,1
1646,New Zealand,Pakistan,Eden Park,Pakistan,0,0,0.364,0.6,0.6,0.471,0.582,164.2,0.455,0.455,0.5,14.83,24.87,7.02,6.47,0
1647,New Zealand,Pakistan,Seddon Park,Pakistan,0,0,0.333,0.5,0.7,0.465,0.587,169.8,0.5,0.833,0.5,15.16,25.07,6.69,6.44,1
1648,New Zealand,Pakistan,Westpac Stadium,New Zealand,1,0,0.385,0.6,0.6,0.471,0.581,145.7,0,0.5,0.5,15.16,24.64,6.97,6.78,1
1634,Australia,India,Adelaide Oval,India,0,1,0.444,0.5,0.5,0.513,0.537,156.9,0.496,0.5285,0.5,19.77,13.5,7.57,7.2,0
1635,Australia,India,Melbourne Cricket Ground,India,0,1,0.4,0.4,0.5,0.506,0.545,131.6,0.5,0.75,0.5,19.67,13.5,7.57,8.81,0
1636,Australia,India,Sydney Cricket Ground,Australia,1,1,0.364,0.4,0.5,0.5,0.554,156.9,0.498,1,0.5,19.67,13.5,7.57,8.78,0
1715,UAE,Netherlands,ICC Academy,Netherlands,0,0,0,0.167,0.7,0.167,0.577,160.9,0.498,0.5285,0.5,18.61,8.72,5.1,6.04,0
1702,UAE,Scotland,ICC Academy,UAE,1,0,0,0.143,0.6,0.143,0.412,160.9,0.499,0.5285,0.5,17.38,20.11,5.33,7.55,1
1699,India,Sri Lanka,Maharashtra Cricket Association Stadium,India,1,0,0.5,0.5,0.5,0.561,0.577,160.9,0.501,0.5285,0.5,13.5,5,9.23,12.89,0
1700,India,Sri Lanka,JSCA International Stadium Complex,India,1,0,0.429,0.4,0.5,0.552,0.583,160.9,0.501,0.5285,0.5,9.67,4,8.39,7.81,1
1693,UAE,Ireland,Sheikh Zayed Stadium,Ireland,0,0,0,0.25,0.4,0.25,0.515,134.3,0.3,0.5285,0.5,17.17,12.22,5.68,6.52,0
1701,India,Sri Lanka,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sri Lanka,0,0,0.5,0.5,0.4,0.559,0.575,160.9,0.502,0.5285,0.5,13.83,6.92,8.11,8.55,1
1694,UAE,Ireland,Sheikh Zayed Stadium,UAE,1,0,0,0.222,0.4,0.222,0.529,134.3,0.364,0.5285,0.5,16.78,12.22,5.86,6.45,1
1603,South Africa,England,Newlands,England,0,0,0.556,0.6,0.6,0.588,0.474,146.1,0.25,0.4,0.333,16.4,8.48,8.07,8.35,1
1604,South Africa,England,New Wanderers Stadium,England,0,0,0.6,0.7,0.5,0.593,0.468,171.2,0.476,0.692,0.5,16.77,8.28,7.97,8.23,1
1704,Oman,UAE,Shere Bangla National Stadium,UAE,0,0,0,0.6,0.3,0.6,0.3,157.2,0.5,0.5285,0.5,19.25,17.08,7.7,6.14,0
1706,Sri Lanka,UAE,Shere Bangla National Stadium,Sri Lanka,1,0,0.5,0.3,0.4,0.568,0.364,158.2,0.542,0.5285,0.5,9,16.72,8.44,6.14,1
1707,India,Pakistan,Shere Bangla National Stadium,Pakistan,0,0,0.667,0.6,0.5,0.574,0.574,157,0.56,0.857,0.5,15.67,23.76,7.45,7.35,1
1709,Pakistan,UAE,Shere Bangla National Stadium,UAE,0,0,0.5,0.4,0.4,0.568,0.333,153.9,0.556,0.429,0.5,19.87,16.26,7.35,6.12,1
1710,India,Sri Lanka,Shere Bangla National Stadium,Sri Lanka,0,0,0.556,0.7,0.3,0.581,0.566,153,0.536,0.875,0.75,14,7.65,7.01,8.09,1
1712,India,UAE,Shere Bangla National Stadium,UAE,0,0,0.5,0.8,0.4,0.587,0.308,151.7,0.5,0.889,0.333,13.13,16.06,6.98,6.14,1
1627,South Africa,Australia,Kingsmead,Australia,0,0,0.357,0.8,0.4,0.598,0.494,147.8,0.5,0.667,0.5,16.77,19.67,7.99,7.57,1
1713,Pakistan,Sri Lanka,Shere Bangla National Stadium,Sri Lanka,0,0,0.643,0.3,0.3,0.567,0.558,149.5,0.484,0.444,0.6,16.76,6.76,7.15,7.93,1
1628,South Africa,Australia,New Wanderers Stadium,South Africa,1,0,0.4,0.9,0.4,0.602,0.488,171.2,0.455,0.714,0,16.77,20.97,7.73,6.79,0
1664,Ireland,Oman,Himachal Pradesh Cricket Association Stadium,Ireland,1,0,0.5,0.3,0.5,0.514,0.5,160.9,0.498,0.5285,0.5,12.07,17.78,6.4,6.98,0
1629,South Africa,Australia,Newlands,South Africa,1,0,0.375,0.8,0.4,0.595,0.494,145.2,0.231,0.5,0.8,16.67,21.73,7.91,6.9,0
1665,Scotland,Zimbabwe,Vidarbha Cricket Association Stadium,Zimbabwe,0,0,0.5,0.5,0.4,0.389,0.25,160.9,0.497,0.5285,0.5,19.05,14.1,7.63,7.61,0
1668,Ireland,Netherlands,Himachal Pradesh Cricket Association Stadium,Netherlands,0,0,0.5,0.3,0.7,0.486,0.571,160.9,0.496,0.5285,0.5,12.07,7.7,6.41,6.32,0
1670,India,New Zealand,Vidarbha Cricket Association Stadium,New Zealand,0,0,0,0.9,0.7,0.6,0.477,160.9,0.498,0.5285,0.5,13.13,14.7,6.95,6.98,0
1671,England,West Indies,Wankhede Stadium,England,1,0,0.333,0.5,0.5,0.462,0.465,170.2,0.499,0.5285,0.5,10.41,15.55,8.11,12,0
1674,England,South Africa,Wankhede Stadium,South Africa,0,0,0.273,0.5,0.7,0.457,0.588,170.2,0.499,0.5285,0.5,10.41,17.33,8.27,8.28,1
1673,Australia,New Zealand,Himachal Pradesh Cricket Association Stadium,New Zealand,0,0,0.8,0.4,0.7,0.5,0.483,139.8,0.5,0.5285,0.5,21.67,14.7,6.78,6.55,0
1675,India,Pakistan,Eden Gardens,Pakistan,0,0,0.714,0.8,0.4,0.591,0.576,160.9,0.499,0.5285,0.5,12.5,17.1,7.11,7.16,1
1676,Sri Lanka,West Indies,M Chinnaswamy Stadium,Sri Lanka,1,0,0.75,0.2,0.5,0.551,0.472,170.2,0.498,0.5285,0.5,6.08,15.55,7.85,12,0
1678,New Zealand,Pakistan,Punjab Cricket Association IS Bindra Stadium,New Zealand,1,0,0.429,0.8,0.4,0.489,0.57,160.9,0.496,0.5285,0.5,14.7,16.92,6.47,7.07,1
1681,South Africa,West Indies,Vidarbha Cricket Association Stadium,South Africa,1,0,0.667,0.6,0.6,0.581,0.479,154.6,0.8,0.5285,0.5,17.7,15.4,8.47,11.33,0
1680,Australia,Pakistan,Punjab Cricket Association IS Bindra Stadium,Australia,1,0,0.385,0.4,0.4,0.5,0.564,160.9,0.498,0.5285,0.5,21.86,17.87,6.68,7.23,1
1683,England,Sri Lanka,Feroz Shah Kotla,England,1,0,0.333,0.6,0.2,0.463,0.544,160.9,0.498,0.5285,0.5,10.38,6.08,8.32,7.4,1
1684,India,Australia,Punjab Cricket Association IS Bindra Stadium,Australia,0,0,0.667,0.9,0.4,0.603,0.506,160.9,0.5,0.5285,0.5,12.71,21.86,7.65,6.85,1
1685,South Africa,Sri Lanka,Feroz Shah Kotla,Sri Lanka,0,0,0.6,0.5,0.2,0.575,0.538,160.9,0.499,0.5285,0.5,17.7,6.39,8.25,8.07,1
1686,England,New Zealand,Feroz Shah Kotla,New Zealand,0,0,0.615,0.6,0.9,0.47,0.5,160.9,0.498,0.5285,0.5,10.38,14.7,8.5,6.52,1
1687,India,West Indies,Wankhede Stadium,India,1,1,0.5,0.9,0.7,0.609,0.486,170.2,0.497,0.5285,0.5,12.71,15.6,7.74,11.33,0
1688,England,West Indies,Eden Gardens,England,1,0,0.308,0.6,0.7,0.476,0.493,160.9,0.496,0.5285,0.5,10.38,17.95,8.45,10.86,0
5,Zimbabwe,India,Harare Sports Club,Zimbabwe,1,0,0.25,0.5,0.8,0.268,0.6,156.4,0.769,0.077,0.75,14.1,12.71,7.81,7.78,1
6,Zimbabwe,India,Harare Sports Club,Zimbabwe,1,0,0.4,0.6,0.7,0.286,0.592,157.4,0.786,0.143,0.6,14.5,13.55,7.72,7.59,0
7,Zimbabwe,India,Harare Sports Club,India,0,0,0.333,0.6,0.7,0.279,0.597,153.5,0.733,0.133,0.667,14.4,13.55,7.63,7.54,0
1642,England,Sri Lanka,The Rose Bowl,Sri Lanka,0,0,0.429,0.5,0.2,0.471,0.531,160.9,0.496,0.333,0.5,11.31,6.88,8.45,8.12,1
19,India,West Indies,Central Broward Regional Park Stadium Turf Ground,West Indies,0,0,0.4,0.7,0.8,0.603,0.5,160.9,0.495,0.5285,0.5,14.18,17.95,7.45,10.86,0
1716,Sri Lanka,Australia,Pallekele International Cricket Stadium,Australia,0,0,0.75,0.1,0.4,0.524,0.5,163.8,0.562,0.7,0.5,11.12,22.43,8.12,6.83,0
1643,England,Pakistan,Old Trafford,England,1,0,0.692,0.5,0.3,0.477,0.559,140.2,0.2,0.6,0.5,11.31,17.55,7.69,7.28,0
1717,Sri Lanka,Australia,R Premadasa Stadium,Sri Lanka,1,0,0.667,0.1,0.5,0.518,0.506,153.3,0.571,0.1,0.667,11.29,25.61,8.12,6.85,0
21,Pakistan,West Indies,Dubai International Cricket Stadium,West Indies,0,0,0.5,0.4,0.7,0.563,0.5,137.9,0.483,0.421,0.5,19.37,19.3,7.31,10.86,1
22,Pakistan,West Indies,Dubai International Cricket Stadium,Pakistan,1,0,0.6,0.5,0.7,0.567,0.494,137.1,0.467,0.45,0.5,26.63,14.53,7.26,10.86,1
23,Pakistan,West Indies,Sheikh Zayed Stadium,West Indies,0,0,0.667,0.6,0.7,0.571,0.488,134.2,0.417,0.25,0.5,24.36,14.47,6.89,10.86,1
